member_id,household_id,primary_member_id,primary_member_name,full_name,date_of_birth,gender,physical_address,region,district,nwsc_area,town_or_ward,member_marker,relationship_to_primary,seniority_level,job_title,organisation_unit,synthetic_record
NWSC-MEM-002026,NWSC-HH-000876,NWSC-MEM-001541,Nakato Mukasa,Hassan Mukasa,2022-02-09,Male,"Plot 863, Water Works Road, Fort Portal, Kabarole District, Uganda",West & South Western Region,Kabarole,Fort Portal,Fort Portal,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002027,NWSC-HH-000996,NWSC-MEM-001661,Akello Nsubuga,Geoffrey Nsubuga,1994-11-04,Male,"Plot 309, Hospital Road, Ryeru, Rubirizi District, Uganda",West & South Western Region,Rubirizi,Rubirizi,Ryeru,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002028,NWSC-HH-000945,NWSC-MEM-001610,Stella Nalubega,Brian Nalubega,2009-01-03,Male,"Plot 554, School Lane, Kamwezi, Rukiga District, Uganda",West & South Western Region,Rukiga,Rukiga,Kamwezi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002029,NWSC-HH-001127,NWSC-MEM-001792,Paul Nsubuga,Irene Nsubuga,2008-06-10,Female,"Plot 933, Market Street, Rukoni, Ntungamo District, Uganda",West & South Western Region,Ntungamo,Ntungamo,Rukoni,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002030,NWSC-HH-000921,NWSC-MEM-001586,Moses Senyonga,Brenda Senyonga,2022-07-18,Female,"Plot 539, Industrial Lane, Ishaka, Bushenyi District, Uganda",West & South Western Region,Bushenyi,Bushenyi,Ishaka,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002031,NWSC-HH-000968,NWSC-MEM-001633,Moses Olanya,Ibrahim Olanya,2013-02-21,Male,"Plot 704, Church Road, Kahunge, Kamwenge District, Uganda",West & South Western Region,Kamwenge,Kamwenge,Kahunge,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002032,NWSC-HH-001010,NWSC-MEM-001675,Robert Nsubuga,Okello Nsubuga,1964-12-05,Male,"Plot 731, Commercial Street, Rwimi, Bunyangabo District, Uganda",West & South Western Region,Bunyangabo,Bunyangabo,Rwimi,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-002033,NWSC-HH-000998,NWSC-MEM-001663,Ruth Kizza,Moses Kizza,2009-09-22,Male,"Plot 696, Main Street, Kisoro, Kisoro District, Uganda",West & South Western Region,Kisoro,Kisoro,Kisoro,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002034,NWSC-HH-000941,NWSC-MEM-001606,Opio Anywar,Mary Anywar,1996-11-14,Female,"Plot 335, Old Kampala Road, Nyakeera, Ntungamo District, Uganda",West & South Western Region,Ntungamo,Ntungamo,Nyakeera,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002035,NWSC-HH-001011,NWSC-MEM-001676,Patricia Baluku,Paul Baluku,2011-04-10,Male,"Plot 242, Market Street, Ntoroko, Ntoroko District, Uganda",West & South Western Region,Ntoroko,Ntoroko,Ntoroko,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002036,NWSC-HH-000953,NWSC-MEM-001618,James Olanya,Ruth Olanya,2024-10-18,Female,"Plot 765, Hill Road, Nyarusiza, Kisoro District, Uganda",West & South Western Region,Kisoro,Kisoro,Nyarusiza,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002037,NWSC-HH-001075,NWSC-MEM-001740,Akello Nanyonga,Rose Nanyonga,2024-03-26,Female,"Plot 513, Church Road, Karungu, Buhweju District, Uganda",West & South Western Region,Buhweju,Buhweju,Karungu,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002038,NWSC-HH-001052,NWSC-MEM-001717,John Waiswa,Martha Waiswa,2014-01-15,Female,"Plot 207, Spring Road, Fort Portal, Kabarole District, Uganda",West & South Western Region,Kabarole,Fort Portal,Fort Portal,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002039,NWSC-HH-000958,NWSC-MEM-001623,Ruth Bamwesigye,Godfrey Wamala,1997-04-05,Male,"Plot 672, Hill Road, Kashenshero, Mitooma District, Uganda",West & South Western Region,Mitooma,Mitooma,Kashenshero,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002040,NWSC-HH-000992,NWSC-MEM-001657,Godfrey Tumusiime,Brenda Tumusiime,2015-04-05,Female,"Plot 560, Commercial Street, Rukoni, Ntungamo District, Uganda",West & South Western Region,Ntungamo,Ntungamo,Rukoni,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002041,NWSC-HH-000969,NWSC-MEM-001634,Mary Bukenya,Peter Byaruhanga,1993-07-28,Male,"Plot 448, Old Kampala Road, Kabale, Kabale District, Uganda",West & South Western Region,Kabale,Kabale,Kabale,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002042,NWSC-HH-000944,NWSC-MEM-001609,Stella Kisembo,John Kisembo,2018-03-20,Male,"Plot 505, Water Works Road, Bigodi, Kamwenge District, Uganda",West & South Western Region,Kamwenge,Kamwenge,Bigodi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002043,NWSC-HH-000898,NWSC-MEM-001563,Ivan Senyonga,Susan Senyonga,2009-02-11,Female,"Plot 700, Main Street, Muhanga, Rukiga District, Uganda",West & South Western Region,Rukiga,Rukiga,Muhanga,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002044,NWSC-HH-001038,NWSC-MEM-001703,Denis Nakimuli,Babirye Nakimuli,1956-08-24,Female,"Plot 37, Commercial Street, Kijongo, Ibanda District, Uganda",West & South Western Region,Ibanda,Ibanda,Kijongo,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-002045,NWSC-HH-001075,NWSC-MEM-001740,Akello Nanyonga,Achen Nanyonga,2011-05-24,Female,"Plot 513, Church Road, Karungu, Buhweju District, Uganda",West & South Western Region,Buhweju,Buhweju,Karungu,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002046,NWSC-HH-000879,NWSC-MEM-001544,Rose Nanyonga,David Anywar,1999-08-30,Male,"Plot 161, Commercial Street, Kebisoni, Rukungiri District, Uganda",West & South Western Region,Rukungiri,Rukungiri,Kebisoni,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002047,NWSC-HH-001040,NWSC-MEM-001705,Noah Obote,Julius Obote,2025-09-22,Male,"Plot 433, Mission Road, Kichwamba, Kabarole District, Uganda",West & South Western Region,Kabarole,Fort Portal,Kichwamba,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002048,NWSC-HH-001024,NWSC-MEM-001689,Ben Nakimuli,Nakato Nakimuli,2022-12-26,Female,"Plot 17, Reservoir Road, Bukwiri, Kyankwanzi District, Uganda",West & South Western Region,Kyankwanzi,Kyankwanzi,Bukwiri,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002049,NWSC-HH-000997,NWSC-MEM-001662,Joshua Tumusiime,Achen Tumusiime,1979-07-07,Female,"Plot 679, Hospital Road, Katwe, Kasese District, Uganda",West & South Western Region,Kasese,Kasese,Katwe,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002050,NWSC-HH-000943,NWSC-MEM-001608,Geoffrey Biryomumaisho,Irene Biryomumaisho,2015-07-14,Female,"Plot 68, Main Street, Rubirizi, Rubirizi District, Uganda",West & South Western Region,Rubirizi,Rubirizi,Rubirizi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002051,NWSC-HH-000901,NWSC-MEM-001566,Jackie Nakimuli,Denis Nakimuli,1979-07-08,Male,"Plot 496, Reservoir Road, Rushere, Kiruhura District, Uganda",West & South Western Region,Kiruhura,Rushere,Rushere,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002052,NWSC-HH-001088,NWSC-MEM-001753,Allan Laker,Annet Laker,2015-10-04,Female,"Plot 962, Market Street, Katerera, Rubirizi District, Uganda",West & South Western Region,Rubirizi,Rubirizi,Katerera,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002053,NWSC-HH-001112,NWSC-MEM-001777,Robert Anywar,Julius Anywar,2020-10-30,Male,"Plot 805, Main Street, Mugusu, Kabarole District, Uganda",West & South Western Region,Kabarole,Fort Portal,Mugusu,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002054,NWSC-HH-000923,NWSC-MEM-001588,Lydia Kisembo,Allan Kisembo,1993-02-28,Male,"Plot 820, Council Road, Kijura, Masindi District, Uganda",West & South Western Region,Masindi,Masindi,Kijura,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002055,NWSC-HH-000897,NWSC-MEM-001562,Sarah Akello,Ritah Akello,2025-09-23,Female,"Plot 185, Church Road, Kiruhura, Kiruhura District, Uganda",West & South Western Region,Kiruhura,Rushere,Kiruhura,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002056,NWSC-HH-001076,NWSC-MEM-001741,Susan Auma,Esther Auma,2019-05-13,Female,"Plot 232, Spring Road, Lyantonde, Lyantonde District, Uganda",West & South Western Region,Lyantonde,Lyantonde,Lyantonde,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002057,NWSC-HH-001030,NWSC-MEM-001695,Immaculate Bamwesigye,Peter Bamwesigye,1958-07-10,Male,"Plot 474, Reservoir Road, Mpondwe, Kasese District, Uganda",West & South Western Region,Kasese,Mpondwe,Mpondwe,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-002058,NWSC-HH-000921,NWSC-MEM-001586,Moses Senyonga,Sylvia Senyonga,2021-11-04,Female,"Plot 539, Industrial Lane, Ishaka, Bushenyi District, Uganda",West & South Western Region,Bushenyi,Bushenyi,Ishaka,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002059,NWSC-HH-000934,NWSC-MEM-001599,Okello Kisembo,Opio Kisembo,2024-02-19,Male,"Plot 98, Hill Road, Kaberebere, Isingiro District, Uganda",West & South Western Region,Isingiro,Isingiro,Kaberebere,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002060,NWSC-HH-000960,NWSC-MEM-001625,Agnes Mutebi,Robert Mutebi,2000-03-11,Male,"Plot 124, Spring Road, Kinoni, Rwampara District, Uganda",West & South Western Region,Rwampara,Rwampara,Kinoni,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002061,NWSC-HH-000970,NWSC-MEM-001635,Okello Laker,Sarah Nansubuga,1984-08-17,Female,"Plot 263, Hill Road, Sanga, Kiruhura District, Uganda",West & South Western Region,Kiruhura,Rushere,Sanga,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-002062,NWSC-HH-001084,NWSC-MEM-001749,John Biryomumaisho,Judith Biryomumaisho,2020-07-05,Female,"Plot 549, Council Road, Kiruhura, Kiruhura District, Uganda",West & South Western Region,Kiruhura,Rushere,Kiruhura,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-002063,NWSC-HH-001156,NWSC-MEM-002063,Isaac Olanya,Isaac Olanya,1984-03-12,Male,"Plot 401, Reservoir Road, Kaabong, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Kaabong,PRIMARY,,Support/Admin,Records Clerk,Human Resource,TRUE
NWSC-MEM-002064,NWSC-HH-001157,NWSC-MEM-002064,Denis Mugisha,Denis Mugisha,1991-01-25,Male,"Plot 915, High Street, Atutur, Kumi District, Uganda",Eastern Region,Kumi,Kumi,Atutur,PRIMARY,,Area/Branch Manager,District Operations Manager,Internal Audit,TRUE
NWSC-MEM-002065,NWSC-HH-001158,NWSC-MEM-002065,Immaculate Odongo,Immaculate Odongo,1988-09-22,Female,"Plot 116, High Street, Masafu, Busia District, Uganda",Eastern Region,Busia,Busia,Masafu,PRIMARY,,Field/Operations,Pump Attendant,Public Relations & Corporate Communications,TRUE
NWSC-MEM-002066,NWSC-HH-001159,NWSC-MEM-002066,Irene Nansubuga,Irene Nansubuga,2001-07-24,Female,"Plot 864, Council Road, Mbale, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Mbale,PRIMARY,,Professional/Officer,Civil Engineer,Technical Services,TRUE
NWSC-MEM-002067,NWSC-HH-001160,NWSC-MEM-002067,Rebecca Mirembe,Rebecca Mirembe,1993-12-01,Female,"Plot 574, Church Road, Nakapelimoru, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Nakapelimoru,PRIMARY,,Professional/Officer,Human Resource Officer,Finance & Corporate Strategy,TRUE
NWSC-MEM-002068,NWSC-HH-001161,NWSC-MEM-002068,Opio Senyonga,Opio Senyonga,2001-09-07,Male,"Plot 309, School Lane, Buwabwala, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Buwabwala,PRIMARY,,Support/Admin,Records Clerk,Kampala Water,TRUE
NWSC-MEM-002069,NWSC-HH-001162,NWSC-MEM-002069,Daniel Ouma,Daniel Ouma,1991-02-28,Male,"Plot 85, Industrial Lane, Serere, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Serere,PRIMARY,,Professional/Officer,Civil Engineer,Human Resource,TRUE
NWSC-MEM-002070,NWSC-HH-001163,NWSC-MEM-002070,Collins Obote,Collins Obote,2002-05-10,Male,"Plot 859, Old Kampala Road, Lumino, Busia District, Uganda",Eastern Region,Busia,Busia,Lumino,PRIMARY,,Professional/Officer,Commercial Officer,Water Quality,TRUE
NWSC-MEM-002071,NWSC-HH-001164,NWSC-MEM-002071,Ruth Mutebi,Ruth Mutebi,1996-10-05,Female,"Plot 839, Council Road, Butiru, Manafwa District, Uganda",Eastern Region,Manafwa,Manafwa,Butiru,PRIMARY,,Field/Operations,Leakage Technician,Finance & Corporate Strategy,TRUE
NWSC-MEM-002072,NWSC-HH-001165,NWSC-MEM-002072,Ivan Nanyonga,Ivan Nanyonga,1996-11-29,Male,"Plot 899, Church Road, Soroti, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Soroti,PRIMARY,,Area/Branch Manager,Area Manager,Information & Business Solutions,TRUE
NWSC-MEM-002073,NWSC-HH-001166,NWSC-MEM-002073,Joan Nakimuli,Joan Nakimuli,1980-03-19,Female,"Plot 732, Church Road, Kumi, Kumi District, Uganda",Eastern Region,Kumi,Kumi,Kumi,PRIMARY,,Field/Operations,Plant Operator,Public Relations & Corporate Communications,TRUE
NWSC-MEM-002074,NWSC-HH-001167,NWSC-MEM-002074,Abdul Opio,Abdul Opio,1999-09-03,Male,"Plot 893, Commercial Street, Atiriri, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Atiriri,PRIMARY,,Professional/Officer,Civil Engineer,Finance & Corporate Strategy,TRUE
NWSC-MEM-002075,NWSC-HH-001168,NWSC-MEM-002075,Daniel Bamwesigye,Daniel Bamwesigye,2005-04-11,Male,"Plot 88, Hill Road, Kapir, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Kapir,PRIMARY,,Support/Admin,Stores Assistant,Water Quality,TRUE
NWSC-MEM-002076,NWSC-HH-001169,NWSC-MEM-002076,Okello Ouma,Okello Ouma,1990-07-04,Male,"Plot 260, Lake View Road, Serere, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Serere,PRIMARY,,Professional/Officer,Human Resource Officer,Finance & Corporate Strategy,TRUE
NWSC-MEM-002077,NWSC-HH-001170,NWSC-MEM-002077,Angela Byaruhanga,Angela Byaruhanga,1998-05-03,Female,"Plot 880, Spring Road, Kaberamaido, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Kaberamaido,PRIMARY,,Support/Admin,Administrative Assistant,Engineering Services,TRUE
NWSC-MEM-002078,NWSC-HH-001171,NWSC-MEM-002078,Andrew Opio,Andrew Opio,1998-03-09,Male,"Plot 142, Mission Road, Panyangara, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Panyangara,PRIMARY,,Professional/Officer,Finance Officer,Engineering Services,TRUE
NWSC-MEM-002079,NWSC-HH-001172,NWSC-MEM-002079,Daniel Nantongo,Daniel Nantongo,1984-10-17,Male,"Plot 128, Lake View Road, Agule, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Agule,PRIMARY,,Regional/General Manager,General Manager,Engineering Services,TRUE
NWSC-MEM-002080,NWSC-HH-001173,NWSC-MEM-002080,Charles Aciro,Charles Aciro,2002-10-09,Male,"Plot 198, Main Street, Kotido, Kotido District, Uganda",Eastern Region,Kotido,Kotido,Kotido,PRIMARY,,Field/Operations,Leakage Technician,Human Resource,TRUE
NWSC-MEM-002081,NWSC-HH-001174,NWSC-MEM-002081,Isaac Laker,Isaac Laker,1985-10-16,Male,"Plot 630, Commercial Street, Moroto, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Moroto,PRIMARY,,Regional/General Manager,General Manager,Commercial & Customer Services,TRUE
NWSC-MEM-002082,NWSC-HH-001175,NWSC-MEM-002082,Peace Nsubuga,Peace Nsubuga,1986-01-04,Female,"Plot 970, Industrial Lane, Ngora, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Ngora,PRIMARY,,Professional/Officer,Finance Officer,Technical Services,TRUE
NWSC-MEM-002083,NWSC-HH-001176,NWSC-MEM-002083,Ben Walusimbi,Ben Walusimbi,1988-07-17,Male,"Plot 96, Church Road, Busia, Busia District, Uganda",Eastern Region,Busia,Busia,Busia,PRIMARY,,Regional/General Manager,General Manager,Finance & Corporate Strategy,TRUE
NWSC-MEM-002084,NWSC-HH-001177,NWSC-MEM-002084,Jackie Alupo,Jackie Alupo,1974-06-12,Female,"Plot 868, Industrial Lane, Agule, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Agule,PRIMARY,,Regional/General Manager,General Manager,Kampala Water,TRUE
NWSC-MEM-002085,NWSC-HH-001178,NWSC-MEM-002085,Isaac Nantongo,Isaac Nantongo,1994-11-26,Male,"Plot 96, Spring Road, Karenga, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Karenga,PRIMARY,,Professional/Officer,IT Officer,Information & Business Solutions,TRUE
NWSC-MEM-002086,NWSC-HH-001179,NWSC-MEM-002086,Okello Lwanga,Okello Lwanga,1988-05-31,Male,"Plot 560, Lake View Road, Kameke, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Kameke,PRIMARY,,Professional/Officer,Procurement Officer,Information & Business Solutions,TRUE
NWSC-MEM-002087,NWSC-HH-001180,NWSC-MEM-002087,Godfrey Auma,Godfrey Auma,1991-02-14,Male,"Plot 136, Church Road, Sironko, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Sironko,PRIMARY,,Regional/General Manager,Regional Manager,Commercial & Customer Services,TRUE
NWSC-MEM-002088,NWSC-HH-001181,NWSC-MEM-002088,Ruth Kagoya,Ruth Kagoya,1993-06-23,Female,"Plot 24, Market Street, Kameke, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Kameke,PRIMARY,,Field/Operations,Pump Attendant,Regional Operations,TRUE
NWSC-MEM-002089,NWSC-HH-001182,NWSC-MEM-002089,James Okot,James Okot,2002-02-09,Male,"Plot 704, Mission Road, Otuboi, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Otuboi,PRIMARY,,Professional/Officer,Finance Officer,Engineering Services,TRUE
NWSC-MEM-002090,NWSC-HH-001183,NWSC-MEM-002090,Rose Nakku,Rose Nakku,1993-07-29,Female,"Plot 807, Industrial Lane, Agule, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Agule,PRIMARY,,Field/Operations,Pump Attendant,Finance & Corporate Strategy,TRUE
NWSC-MEM-002091,NWSC-HH-001184,NWSC-MEM-002091,Catherine Nanyonga,Catherine Nanyonga,1987-08-02,Female,"Plot 264, Water Works Road, Busia, Busia District, Uganda",Eastern Region,Busia,Busia,Busia,PRIMARY,,Support/Admin,Records Clerk,Kampala Water,TRUE
NWSC-MEM-002092,NWSC-HH-001185,NWSC-MEM-002092,Grace Akena,Grace Akena,1996-04-13,Female,"Plot 740, Hill Road, Sironko, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Sironko,PRIMARY,,Supervisor/Specialist,Water Quality Specialist,Kampala Water,TRUE
NWSC-MEM-002093,NWSC-HH-001186,NWSC-MEM-002093,Nakato Okot,Nakato Okot,1989-11-14,Female,"Plot 96, Market Street, Kapchorwa, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Kapchorwa,PRIMARY,,Professional/Officer,Procurement Officer,Regional Operations,TRUE
NWSC-MEM-002094,NWSC-HH-001187,NWSC-MEM-002094,Prossy Ocen,Prossy Ocen,2004-08-08,Female,"Plot 452, Hill Road, Bukedea, Bukedea District, Uganda",Eastern Region,Bukedea,Bukedea,Bukedea,PRIMARY,,Support/Admin,Driver,Human Resource,TRUE
NWSC-MEM-002095,NWSC-HH-001188,NWSC-MEM-002095,Richard Kiconco,Richard Kiconco,2001-09-27,Male,"Plot 554, Main Street, Kameke, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Kameke,PRIMARY,,Supervisor/Specialist,Network Supervisor,Engineering Services,TRUE
NWSC-MEM-002096,NWSC-HH-001189,NWSC-MEM-002096,Julius Bukenya,Julius Bukenya,2001-03-07,Male,"Plot 187, Council Road, Lumino, Busia District, Uganda",Eastern Region,Busia,Busia,Lumino,PRIMARY,,Professional/Officer,Procurement Officer,Kampala Water,TRUE
NWSC-MEM-002097,NWSC-HH-001190,NWSC-MEM-002097,Mary Nalubega,Mary Nalubega,1987-07-24,Female,"Plot 867, Water Works Road, Sironko, Mbale District, Uganda",Eastern Region,Mbale,Mbale,Sironko,PRIMARY,,Professional/Officer,Finance Officer,Water Quality,TRUE
NWSC-MEM-002098,NWSC-HH-001191,NWSC-MEM-002098,Immaculate Biryomumaisho,Immaculate Biryomumaisho,2003-05-08,Female,"Plot 633, Lake View Road, Karenga, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Karenga,PRIMARY,,Professional/Officer,Commercial Officer,Public Relations & Corporate Communications,TRUE
NWSC-MEM-002099,NWSC-HH-001192,NWSC-MEM-002099,David Ocen,David Ocen,1993-09-16,Male,"Plot 18, Council Road, Ngora, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Ngora,PRIMARY,,Field/Operations,Pump Attendant,Procurement & Stores,TRUE
NWSC-MEM-002100,NWSC-HH-001193,NWSC-MEM-002100,Wasswa Mirembe,Wasswa Mirembe,1978-08-07,Male,"Plot 270, Mission Road, Lumino, Busia District, Uganda",Eastern Region,Busia,Busia,Lumino,PRIMARY,,Area/Branch Manager,Area Manager,Planning & Capital Development,TRUE
NWSC-MEM-002101,NWSC-HH-001194,NWSC-MEM-002101,Lydia Ouma,Lydia Ouma,1997-08-25,Female,"Plot 706, Civic Road, Masafu, Busia District, Uganda",Eastern Region,Busia,Busia,Masafu,PRIMARY,,Supervisor/Specialist,Network Supervisor,Legal Services,TRUE
NWSC-MEM-002102,NWSC-HH-001195,NWSC-MEM-002102,Denis Kato,Denis Kato,1987-07-23,Male,"Plot 333, Reservoir Road, Lumino, Busia District, Uganda",Eastern Region,Busia,Busia,Lumino,PRIMARY,,Professional/Officer,Procurement Officer,Procurement & Stores,TRUE
NWSC-MEM-002103,NWSC-HH-001196,NWSC-MEM-002103,Peace Byaruhanga,Peace Byaruhanga,1989-01-10,Female,"Plot 849, Commercial Street, Soroti, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Soroti,PRIMARY,,Support/Admin,Customer Care Assistant,Internal Audit,TRUE
NWSC-MEM-002104,NWSC-HH-001197,NWSC-MEM-002104,Mary Aciro,Mary Aciro,1980-09-05,Female,"Plot 234, Lake View Road, Buwabwala, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Buwabwala,PRIMARY,,Field/Operations,Meter Reader,Human Resource,TRUE
NWSC-MEM-002105,NWSC-HH-001198,NWSC-MEM-002105,Allan Wamala,Allan Wamala,2003-03-05,Male,"Plot 641, Main Street, Matany, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Matany,PRIMARY,,Professional/Officer,Finance Officer,Planning & Capital Development,TRUE
NWSC-MEM-002106,NWSC-HH-001199,NWSC-MEM-002106,Joseph Byaruhanga,Joseph Byaruhanga,1981-11-23,Male,"Plot 406, Spring Road, Amuria, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Amuria,PRIMARY,,Area/Branch Manager,Area Manager,Legal Services,TRUE
NWSC-MEM-002107,NWSC-HH-001200,NWSC-MEM-002107,Collins Kagoya,Collins Kagoya,1973-12-18,Male,"Plot 901, Market Street, Otuboi, Kaberamaido District, Uganda",Eastern Region,Kaberamaido,Kaberamaido,Otuboi,PRIMARY,,Regional/General Manager,Deputy Regional Manager,Planning & Capital Development,TRUE
NWSC-MEM-002108,NWSC-HH-001201,NWSC-MEM-002108,Martha Nsubuga,Martha Nsubuga,1993-01-08,Female,"Plot 547, Water Works Road, Sipi, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Sipi,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Legal Services,TRUE
NWSC-MEM-002109,NWSC-HH-001202,NWSC-MEM-002109,Charles Auma,Charles Auma,1987-01-24,Male,"Plot 466, Old Kampala Road, Ngora, Ngora District, Uganda",Eastern Region,Ngora,Ngora,Ngora,PRIMARY,,Area/Branch Manager,Branch Manager,Technical Services,TRUE
NWSC-MEM-002110,NWSC-HH-001203,NWSC-MEM-002110,Stephen Kato,Stephen Kato,1991-11-18,Male,"Plot 145, Commercial Street, Kangole, Moroto District, Uganda",Eastern Region,Moroto,Moroto,Kangole,PRIMARY,,Field/Operations,Leakage Technician,Regional Operations,TRUE
NWSC-MEM-002111,NWSC-HH-001204,NWSC-MEM-002111,Peace Kyomuhendo,Peace Kyomuhendo,1991-02-27,Female,"Plot 535, Industrial Lane, Masafu, Busia District, Uganda",Eastern Region,Busia,Busia,Masafu,PRIMARY,,Support/Admin,Customer Care Assistant,Finance & Corporate Strategy,TRUE
NWSC-MEM-002112,NWSC-HH-001205,NWSC-MEM-002112,Isaac Mugisha,Isaac Mugisha,1983-05-17,Male,"Plot 641, Reservoir Road, Loyoro, Kaabong District, Uganda",Eastern Region,Kaabong,Kaabong,Loyoro,PRIMARY,,Field/Operations,Pump Attendant,Public Relations & Corporate Communications,TRUE
NWSC-MEM-002113,NWSC-HH-001206,NWSC-MEM-002113,Collins Katumba,Collins Katumba,2001-04-07,Male,"Plot 566, Hospital Road, Sipi, Kapchorwa District, Uganda",Eastern Region,Kapchorwa,Kapchorwa,Sipi,PRIMARY,,Professional/Officer,IT Officer,Engineering Services,TRUE
NWSC-MEM-002114,NWSC-HH-001207,NWSC-MEM-002114,Noah Tumusiime,Noah Tumusiime,1985-01-26,Male,"Plot 593, Reservoir Road, Magale, Namisindwa District, Uganda",Eastern Region,Namisindwa,Namisindwa,Magale,PRIMARY,,Regional/General Manager,General Manager,Water Quality,TRUE
NWSC-MEM-002115,NWSC-HH-001208,NWSC-MEM-002115,Kato Bukenya,Kato Bukenya,1982-10-03,Male,"Plot 255, Industrial Lane, Pallisa, Pallisa District, Uganda",Eastern Region,Pallisa,Pallisa,Pallisa,PRIMARY,,Field/Operations,Plant Operator,Procurement & Stores,TRUE
NWSC-MEM-002116,NWSC-HH-001209,NWSC-MEM-002116,Wasswa Nakimuli,Wasswa Nakimuli,1994-08-11,Male,"Plot 344, School Lane, Serere, Soroti District, Uganda",Eastern Region,Soroti,Soroti,Serere,PRIMARY,,Supervisor/Specialist,Water Quality Specialist,Legal Services,TRUE
